"Gene","Accuracy","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TTK",0.876923076923077,95.9386080236515,3.48663614625214,0.305555671567305,11.4108048735208,3.692962029339e-30,4.12589080877843e-28
"ITLN1",0.876923076923077,35.7982649444094,-2.05089129492753,0.373753303458956,-5.48728606796851,4.08155861892151e-08,2.2370021653289e-07
"MTBP",0.876923076923077,56.4918180193397,2.1696994113128,0.173927089316833,12.474764108542,1.02509323416533e-35,2.89096196757616e-33
"NUSAP1",0.876923076923077,311.352267536642,2.39138844364714,0.176383436256802,13.557896900055,7.11468582385129e-42,5.90478268032092e-39
"E2F1",0.876923076923077,189.343067349446,2.86692043289052,0.26575209394351,10.7879504930634,3.92443767098939e-27,2.72069368656085e-25
"ETFDH",0.876923076923077,1315.67400387534,-1.7364644332305,0.145731930055984,-11.9154699492652,9.83102990866912e-33,1.71001051968276e-30
"HMGCLL1",0.869230769230769,7.98126326335092,-2.98946382053276,0.323391936195566,-9.24408893957372,2.37253216639186e-20,6.50777283940989e-19
"PLCB1",0.869230769230769,314.984248733575,2.16348877670313,0.173908364279082,12.4403951797928,1.5772166092338e-35,4.24212852453921e-33
"MSRA",0.869230769230769,387.387199885871,-1.66400253899167,0.140849235650459,-11.8140686479916,3.30187602857923e-32,5.07475634276029e-30
"ANLN",0.869230769230769,216.042971711714,3.15126288352867,0.292103784625628,10.7881617746496,3.91542739866644e-27,2.72069368656085e-25
"DHRS12",0.869230769230769,240.102187305132,-1.24787096622705,0.118459438368139,-10.5341624392057,6.0116024808358e-26,3.48552951822991e-24
"ROBO1",0.869230769230769,963.319936353315,2.14692187608013,0.246385527668039,8.71366876293451,2.94195176582006e-18,6.19708592411465e-17
"MT1L",0.869230769230769,204.335825492936,-2.30823540751464,0.317938137897926,-7.26001423665538,3.87049584103956e-13,4.25549444324441e-12
"RP11-88H9.2",0.869230769230769,15.9615439595233,-1.90252484436274,0.352616158427638,-5.39545565026389,6.83498744438279e-08,3.61118070724684e-07
"DEPDC1B",0.869230769230769,94.5282739684653,2.48756365857571,0.271875249045553,9.14965105249029,5.71177456909318e-20,1.49070644818525e-18
"MT1X",0.869230769230769,327.039676919064,-2.94027443544706,0.32902386449791,-8.93635615135066,4.02214142694455e-19,9.37681895424441e-18
"TPPP2",0.869230769230769,49.370867395319,-2.3373406164927,0.264152214917679,-8.84846116933418,8.87342967504752e-19,1.98578879199368e-17
"SUCO",0.869230769230769,625.55187998154,1.36071183543594,0.104812457405281,12.9823483689008,1.54082695118157e-38,7.45965687965371e-36
"KPNA2",0.869230769230769,669.831501457935,1.8705415103138,0.163776151123468,11.4213302576859,3.27187106377768e-30,3.71255119768023e-28
"PRC1",0.869230769230769,152.624566055149,2.85554900233852,0.223865913765263,12.755622123575,2.9004987801076e-37,1.08017549441751e-34
"FYN",0.869230769230769,429.744367517298,-1.37212441642949,0.128576842239097,-10.6716294515768,1.38181621019617e-26,8.78315038813528e-25
"C1R",0.869230769230769,14009.0083786384,-2.19004391842989,0.189204059832956,-11.575036605258,5.51477160733807e-31,6.93476561255221e-29
"FEZ1",0.869230769230769,95.7474336721086,-1.82611747013824,0.17611168636638,-10.3690874116054,3.4278260588156e-25,1.7876389830606e-23
"CNDP1",0.869230769230769,352.769169009726,-3.75668743738963,0.386475370430021,-9.72037993833777,2.46858653208783e-22,8.69181837382877e-21
"FENDRR",0.869230769230769,11.2972648525165,-2.58212010047975,0.343081871692068,-7.52625047702119,5.22181253766514e-14,6.41095564641154e-13
"PTMS",0.869230769230769,5220.61099576997,-1.30038714492374,0.125922490453846,-10.3268855328141,5.32619000967071e-25,2.70009018151684e-23
"CYS1",0.869230769230769,42.6716893126877,-2.32816062269427,0.351943588262048,-6.61515282659669,3.71168089589052e-11,3.14426674435193e-10
"CDK1",0.869230769230769,193.502928961749,2.94283714639,0.260511348881649,11.296387504895,1.36727465242649e-29,1.39356470539244e-27
"HDAC11",0.869230769230769,213.547525659299,1.66021761699874,0.127908500023182,12.9797286083242,1.59444538325941e-38,7.59269663818349e-36
"FCGR2B",0.869230769230769,163.46233726694,-2.22420402157928,0.266159177087985,-8.35666853915775,6.45142385129505e-17,1.14758701795725e-15
"LIN9",0.869230769230769,77.6373947641009,1.72785300148616,0.132063747263871,13.0834770123084,4.09281433661539e-39,2.18376603692144e-36
"GOT2",0.869230769230769,5126.10105275442,-1.47995542293653,0.137607140824793,-10.7549318593929,5.61755229260116e-27,3.82151426218919e-25
"RECQL4",0.869230769230769,165.923476786204,2.07799592540721,0.161139971416284,12.895595718079,4.76566150027844e-38,1.9776133608584e-35
"UBXN8",0.869230769230769,323.517835113408,-1.05738148488388,0.10650840908773,-9.92768077131756,3.15508444320114e-23,1.24692371300826e-21
"PDLIM2",0.869230769230769,125.219899257858,-1.39705933193891,0.146736688535922,-9.52085906993126,1.71753281491843e-21,5.5006497472713e-20
"ANKRD52",0.869230769230769,474.000227786632,1.43677882757594,0.123706674708868,11.6144002007754,3.48223453569922e-31,4.45603298647538e-29
"ARHGAP11B",0.869230769230769,47.2969787998208,2.21672584363563,0.185761049817814,11.9332112184427,7.94484405611035e-33,1.40720628135301e-30
"CCNB1",0.869230769230769,246.901487880999,2.72931686649592,0.231777571676984,11.7755865968759,5.21530348240123e-32,7.79145374936892e-30
"KIF18B",0.869230769230769,93.0490577934584,3.3615067708465,0.283175904122766,11.8707373117071,1.67980604279042e-32,2.75677999610035e-30
"GRHPR",0.869230769230769,4867.64466324362,-1.67404408890937,0.156450378397558,-10.7001600511022,1.01602570685365e-26,6.54401657044013e-25
"SYTL5",0.869230769230769,56.3839589153088,-1.75561417890126,0.242291383703642,-7.24587953589234,4.296418577532e-13,4.68653273902177e-12
"GADD45B",0.869230769230769,2796.77335315223,-2.53419297558393,0.204732568524117,-12.3780646814159,3.43526767686878e-35,8.75330311207757e-33
"ARHGAP11A",0.869230769230769,152.7045133525,2.64988185829034,0.210719209772259,12.5754166464191,2.88276454464766e-36,9.06123555714757e-34
"ASPA",0.869230769230769,126.21217463652,-2.22096346927607,0.212404818658505,-10.4562762902608,1.37139792707744e-25,7.57345379957141e-24
"ACADS",0.869230769230769,1680.60934922076,-2.00624041342762,0.145229839270615,-13.8142438461924,2.09138738259741e-43,2.38906560822225e-40
"GTSE1",0.869230769230769,73.5993179745783,3.2069289725144,0.255446093215477,12.5542298656697,3.76829778800914e-36,1.16448419304351e-33
"DCXR",0.869230769230769,9004.0776493278,-2.13347994211937,0.192615098914912,-11.0763899306868,1.63325900242231e-28,1.46882066570784e-26
"SARDH",0.869230769230769,1727.87776402101,-1.60420897405693,0.136800089433608,-11.7266661206058,9.3051946512429e-32,1.31852338648441e-29
"KIFC1",0.869230769230769,139.671425996836,3.07940365159953,0.258199134519553,11.926467752611,8.61520977137471e-33,1.50755791228248e-30
"FOXF1",0.869230769230769,60.7433591744396,-1.74774847742031,0.228250031660024,-7.65716641837566,1.90080258076601e-14,2.46053981132313e-13
"ESM1",0.869230769230769,146.090043201928,2.44836138725168,0.355552908464037,6.8860676680397,5.73557162604521e-12,5.42516719613681e-11
"PWRN1",0.869230769230769,4.27854448639194,-2.49254009792261,0.373615498191678,-6.67140445186738,2.53366891780874e-11,2.1982680622613e-10
"GPR182",0.869230769230769,13.9871672756231,-3.11633279070583,0.329121139775143,-9.46864972828826,2.83484359978396e-21,8.84495562690919e-20
"KCNK17",0.869230769230769,23.7732440973519,-2.79914400595662,0.326088889514209,-8.58399073371267,9.1637357125045e-18,1.80589006090116e-16
"MXRA5",0.869230769230769,163.972433979139,-1.95482310470745,0.22737130228151,-8.59749266988482,8.14765827136923e-18,1.61551656973879e-16
"NDC80",0.869230769230769,104.907403678461,2.72141308771949,0.217342009449176,12.5213394990529,5.70639033653064e-36,1.69142067852594e-33
"SNX27",0.869230769230769,548.41250321559,1.14753405097089,0.089899848087228,12.7645827594443,2.58532239441227e-37,9.88137433064311e-35
"FAM111B",0.869230769230769,113.160049835953,2.59553722307127,0.270036431587315,9.6118038881432,7.12889390172329e-22,2.40790825647974e-20
"C14orf180",0.869230769230769,17.098415225641,-2.42662898568195,0.414411431657498,-5.85560339389359,4.75281218909684e-09,2.97606571392294e-08
"SPSB4",0.869230769230769,5.22183951147758,-3.51323201528927,0.301796019842575,-11.6410813407078,2.54764895935971e-31,3.30375477551254e-29
"ADH4",0.869230769230769,31780.3773287939,-3.08066005084484,0.320699934596536,-9.60605138482656,7.53845929289402e-22,2.53739473395116e-20
"NGFR",0.869230769230769,263.319024423574,-2.85403694305821,0.273455942213088,-10.4369168940356,1.68184445548649e-25,9.09761969142862e-24
"C8orf4",0.869230769230769,1719.82759282632,-2.36535143457925,0.200748535816058,-11.7826584635545,4.79562901736653e-32,7.21779438841777e-30
"CENPW",0.869230769230769,59.4719843671268,2.19136836033584,0.197545193287534,11.0929976268581,1.35664043582876e-28,1.22765393707022e-26
"KLRF1",0.869230769230769,15.8322246316601,-2.38113665056937,0.213097734416985,-11.1739181886843,5.47129504883539e-29,5.16007073307047e-27
"PVALB",0.869230769230769,9.39648981927566,-2.55118619021725,0.411042417168446,-6.20662511619031,5.41345251789598e-10,3.87792771244988e-09
"KIF4A",0.869230769230769,137.885492213131,3.42626833929012,0.309572725650304,11.0677332187218,1.79893467430344e-28,1.60796181321049e-26
"ZFP1",0.869230769230769,223.753515448632,-1.67658192942072,0.138528435446545,-12.1027998621097,1.02069467147551e-33,2.07336635084061e-31
"C1QTNF7",0.869230769230769,19.1192238936983,-2.40876693983154,0.222211580939987,-10.8399703095676,2.22543267126438e-27,1.62832161800725e-25
"SHPK",0.869230769230769,325.329207750643,-1.17537007362769,0.100437198219257,-11.7025374509335,1.23698405448785e-31,1.69490154786619e-29
"PTTG1",0.869230769230769,174.382601335464,2.57282486334351,0.255238728706928,10.0800723948821,6.76762414505523e-24,2.89096979655242e-22
"RP11-6B4.1",0.869230769230769,42.5958901722603,-2.4622387042121,0.325673748122737,-7.56044574794576,4.01690401692007e-14,5.0014156829616e-13
"RP11-119D9.1",0.869230769230769,171.263090142284,-2.17816532821032,0.29568331568104,-7.36654796769106,1.75102957367028e-13,2.02001219443901e-12
"AC004160.4",0.869230769230769,6.0572790498056,-2.72422189788361,0.339401399247494,-8.02654881188952,1.00252955361556e-15,1.53675348144722e-14
"STMN1",0.869230769230769,751.107763784271,1.96942503008562,0.169068851823387,11.6486567977815,2.33103988384448e-31,3.03641464331455e-29
"LDHD",0.869230769230769,1312.84600863309,-1.94775887937798,0.182193993658197,-10.6905767872461,1.12668104928536e-26,7.1771559472897e-25
"PYGO2",0.869230769230769,549.136862045328,1.13737911710283,0.0854553776219491,13.3096260148138,2.03497794861592e-40,1.34345544207716e-37
"MT2P1",0.869230769230769,14.192937225196,-3.22109239414764,0.309879885445066,-10.3946482022263,2.62252907204515e-25,1.37756282974263e-23
"WNT2",0.861538461538462,12.5671341348094,-2.60608394572453,0.344730297806532,-7.5597763303854,4.03763054185823e-14,5.02288757404752e-13
"SLC26A2",0.861538461538462,149.801323443448,1.57901023804889,0.135154802512292,11.6829754377783,1.55746490368865e-31,2.09450187603462e-29
"PROM1",0.861538461538462,64.8251784764757,-1.25128803497178,0.427378973712768,-2.9278184279902,0.00341349324019571,0.00789577573190037
"STARD5",0.861538461538462,284.333570087434,-1.8293920244049,0.191290781999037,-9.56340919979149,1.1394020186211e-21,3.7313810413648e-20
"ATP13A4",0.861538461538462,11.9160059576173,-2.02553568173039,0.362656340900405,-5.58527579223178,2.33329634081457e-08,1.32378109585902e-07
"BCKDHB",0.861538461538462,867.051978831725,-1.43619608483891,0.134177752147201,-10.7036827033987,9.78118798195894e-27,6.35624045861171e-25
"BMP10",0.861538461538462,8.83957462205278,-4.23716360734686,0.432626771481978,-9.79403931206641,1.19427269587033e-22,4.38020622091433e-21
"KDM8",0.861538461538462,466.495120345917,-2.27756829814256,0.232155573515916,-9.81052603497546,1.01438371132459e-22,3.76800742283335e-21
"SMUG1P1",0.861538461538462,37.6468420051403,-3.31512935866867,0.390443898490238,-8.49066760035835,2.05453427232578e-17,3.86779724838102e-16
"CKAP2L",0.861538461538462,71.0946258438288,2.99784537462271,0.281979937122642,10.6314137282712,2.12860995215641e-26,1.31277838408152e-24
"HK3",0.861538461538462,105.334864098269,-1.37288177145278,0.227863944851526,-6.02500659921137,1.69102723950723e-09,1.13208018560051e-08
"SLITRK6",0.861538461538462,12.9104183940883,-3.21176273201419,0.359163975747083,-8.94232982395721,3.81050324401277e-19,8.89056210699461e-18
"RP11-326F20.5",0.861538461538462,24.1357998045571,-1.76512060071295,0.168919098959221,-10.4495028187373,1.47295354842949e-25,8.07289710844903e-24
"ANGPTL1",0.861538461538462,163.724413684784,-2.25603941820858,0.236115654609886,-9.55480661346255,1.23814942809767e-21,4.03203638871986e-20
"BAI3",0.861538461538462,10.4895292840723,-1.89923477370928,0.34490903214412,-5.50648025046698,3.66079010700829e-08,2.02164697772579e-07
"ALDH2",0.861538461538462,11868.3457366349,-2.15600822697041,0.171919561900775,-12.5407964232411,4.46485660504275e-36,1.35099119440919e-33
"RP11-96D1.6",0.861538461538462,34.9759006358365,-2.36784847027201,0.261378282024445,-9.05908651603489,1.31547569822444e-19,3.26318856379363e-18
"EHMT2",0.861538461538462,464.439279129311,1.15777522564083,0.11040061680119,10.4870358444261,9.90882819793586e-26,5.61075324549008e-24
"CDNF",0.861538461538462,74.5405851055793,-1.38120205687852,0.151747338480046,-9.10198538381708,8.8695375305192e-20,2.25408859305793e-18
"CAMK4",0.861538461538462,44.7944646652247,-1.62537799162168,0.180718886281707,-8.99395754956136,2.38484608636649e-19,5.72994285498542e-18
"CENPE",0.861538461538462,105.382774255972,2.93890306165994,0.236720200976906,12.4150919504612,2.16438050036803e-35,5.61347542631165e-33
"ZC2HC1C",0.861538461538462,67.5231383382245,-1.50783809716915,0.140435030001953,-10.7369087125069,6.82928973805817e-27,4.56039559335893e-25
"KIF23",0.861538461538462,105.259304730513,2.87095113934462,0.243558912410084,11.7875018858302,4.527724513429e-32,6.85006987844196e-30
"ID1",0.861538461538462,1599.51526959898,-2.54601279704927,0.250489832388562,-10.1641362955598,2.86651273333684e-24,1.30307452078198e-22
"RP11-59E19.1",0.861538461538462,42.920534621736,-2.66251347016159,0.343586448823218,-7.74918067717945,9.24873452990562e-15,1.24541228762963e-13
"SIPA1L3",0.861538461538462,360.12842535141,1.23827861351535,0.116650339057153,10.615302308797,2.52974216045199e-26,1.54054403096037e-24
"MKI67",0.861538461538462,433.267896073472,3.00584761761952,0.274387976305727,10.9547351822383,6.30625467424603e-28,5.03789706310657e-26
"SVEP1",0.861538461538462,140.70516282261,-2.04917491093462,0.285164564356381,-7.18593811106801,6.67472762119704e-13,7.08135456320422e-12
"FCGRT",0.861538461538462,3128.5694170722,-1.18306551898988,0.0989141246329908,-11.9605316569247,5.71945518546297e-33,1.03191760389645e-30
"LRRC14",0.861538461538462,180.114129667579,1.17298937252253,0.0947501155940776,12.3798199629411,3.36095889086874e-35,8.63974635946505e-33
"MT1H",0.861538461538462,783.404495060511,-4.7655464637391,0.386515680307736,-12.3295035791171,6.2832615112194e-35,1.54257248045017e-32
"SGOL1",0.861538461538462,31.7452926377471,2.62656571219149,0.258906111929907,10.1448578892667,3.49286421077323e-24,1.56093414760832e-22
"MGMT",0.861538461538462,1312.69115913515,-1.46746252227704,0.12810374676049,-11.4552662149741,2.21282338445742e-30,2.56088022596491e-28
"COL6A6",0.861538461538462,18.7184181836924,-2.97814934504668,0.279682092625762,-10.6483376074838,1.77506584331902e-26,1.11365254031816e-24
"PDE2A",0.861538461538462,168.984035785597,-1.97936194810103,0.190174790018356,-10.4081195405026,2.27674397894981e-25,1.20904678428764e-23
"SLC16A4",0.861538461538462,122.331300873513,-1.93915458507,0.221426437269331,-8.75755672621566,1.99528067404199e-18,4.26168478085087e-17
"SGOL2",0.861538461538462,89.2022665928219,2.44842055159895,0.202723771388119,12.0776193873752,1.38676793448631e-33,2.74032890890874e-31
"DSCC1",0.861538461538462,60.141909028986,2.01022613147615,0.171668684426477,11.7099174971374,1.1338990133969e-31,1.56845231148348e-29
"CDC20",0.861538461538462,174.439764220304,3.20516361102785,0.301717055035618,10.623077341947,2.3275893264075e-26,1.42640959395538e-24
"TBCE",0.861538461538462,435.472866581128,1.0442390810328,0.0825151239803248,12.6551234569046,1.04810683632051e-36,3.71285455871196e-34
"SLCO1B3",0.861538461538462,992.044660074225,-3.08928001539621,0.377987302764395,-8.17297298825354,3.00881366285991e-16,4.91563662985122e-15
"STIL",0.861538461538462,76.0189691450272,2.36344626244774,0.182222156784365,12.9701365857751,1.8070804655004e-38,8.46646344546059e-36
"NDRG2",0.861538461538462,3456.05071946706,-1.54892004247907,0.148973313801232,-10.3972987037512,2.55061412181451e-25,1.34221447482732e-23
"TUBE1",0.861538461538462,463.838802839935,-1.3599809137503,0.153529624810228,-8.85810093935499,8.1389006281323e-19,1.8270385274033e-17
"ETS2",0.861538461538462,4492.30867979108,-1.67990791894977,0.140232794917644,-11.9794226445843,4.5548471023126e-33,8.37399991316306e-31
"SLC9B2",0.861538461538462,635.878891662416,-1.26989602413071,0.121342552295892,-10.4653808585968,1.24574550828606e-25,6.91900870453028e-24
"AVPI1",0.861538461538462,339.234094927264,-1.64494138855971,0.142184810848613,-11.5690373587873,5.91425003137401e-31,7.34175790219454e-29
"NUDT10",0.861538461538462,8.60332361798252,-2.63704844629461,0.36841974377258,-7.15772835432624,8.20248855399139e-13,8.62969531026229e-12
"FAM150B",0.861538461538462,38.9377345043723,-1.70377077002249,0.378237006728505,-4.5045057456407,6.65275980663913e-06,2.57185742431799e-05
"HEATR1",0.861538461538462,329.677959810165,1.47762638030125,0.117505854144521,12.5749171482461,2.90104278027652e-36,9.06123555714757e-34
"YEATS2",0.861538461538462,227.168111818427,1.22513960694165,0.0995665505075079,12.3047308628943,8.5420686357662e-35,2.03385253878473e-32
"MYOM2",0.861538461538462,45.1559355877872,-2.65465859892945,0.275001456963821,-9.65325285268834,4.7620719263437e-22,1.63702562504653e-20
"AKR1D1",0.861538461538462,2514.85948272934,-2.37061023703451,0.26981289526821,-8.78612652919343,1.54805232684607e-18,3.36585508908867e-17
"LPA",0.861538461538462,654.85104565178,-2.69349057068717,0.281136029596881,-9.58073774659671,9.6354185698741e-22,3.18780909587361e-20
"MFSD2A",0.861538461538462,1417.47393151594,-3.05591872960254,0.331623812759568,-9.21501596695689,3.11231981436665e-20,8.41775288340059e-19
"DPF3",0.861538461538462,56.1775148763837,-1.83041926863824,0.223585806857328,-8.18665233883222,2.68592621725638e-16,4.40297882386362e-15
"ASPG",0.861538461538462,1098.31666111854,-2.66285630384344,0.316659122636911,-8.4092202418458,4.12745442767498e-17,7.53104875723008e-16
"N4BP2L1",0.861538461538462,781.047298508316,-1.62717226141456,0.163024565391588,-9.98114767247541,1.8432230655337e-23,7.51993589994703e-22
"FAM83F",0.861538461538462,45.3168015179319,-2.70398375456034,0.365261002152994,-7.4028810593575,1.33261103241069e-13,1.56465987346264e-12
"MSH2",0.861538461538462,272.157996194346,1.5150836972675,0.114255762701024,13.2604576036315,3.92493433607228e-40,2.32676515498424e-37
"AQP7",0.861538461538462,197.984137421925,-1.44974349139037,0.153899833266327,-9.42004588712945,4.50890932274263e-21,1.38304960936671e-19
"ID2",0.861538461538462,4072.36795860959,-1.53512330538661,0.145605465356207,-10.5430335436318,5.4705277401323e-26,3.21026039990633e-24
"DHODH",0.861538461538462,1039.87388593321,-1.874247942116,0.185598482244623,-10.0984012339374,5.61501058301378e-24,2.41995292901163e-22
"CD4",0.861538461538462,1051.60024386976,-1.91257386935572,0.185745200782087,-10.2967606231696,7.28740684631517e-25,3.61236508654886e-23
"CYB5D2",0.861538461538462,322.483395670087,-1.55489962248311,0.13955070765609,-11.1421837165815,7.81785589765348e-29,7.23226363423689e-27
"SULT1C2",0.861538461538462,413.57897253737,3.67364028879235,0.308911557572454,11.8922073284057,1.29926750562576e-32,2.19425130833821e-30
"KCNJ16",0.861538461538462,51.9471510010148,-2.72755522555289,0.406599886383967,-6.70820459348865,1.97033554824604e-11,1.73805973293201e-10
"XPO5",0.861538461538462,457.463008924224,1.22383277007988,0.123116007600613,9.9404845391834,2.77474149325816e-23,1.11020235394164e-21
"ST3GAL6",0.861538461538462,686.865312298733,-1.57258120821303,0.15624134047868,-10.0650775485865,7.88251869770791e-24,3.35243635623747e-22
"CCDC25",0.861538461538462,601.651223173626,-1.02301691327192,0.106884372275932,-9.57124873813078,1.05622130016135e-21,3.47071451663878e-20
"SYT9",0.861538461538462,45.7817790271988,-2.0860148802826,0.398803607036852,-5.2306820787853,1.68885739606202e-07,8.41041139050394e-07
"MMAA",0.861538461538462,320.885672294443,-1.31601335567098,0.122899598712006,-10.7080362300843,9.33203269950805e-27,6.09161541247887e-25
"TACSTD2",0.861538461538462,141.805219287258,-2.8995624016428,0.353157544594749,-8.21039348025277,2.20464814820226e-16,3.65320133536675e-15
"UBAP2L",0.861538461538462,1369.22239570775,1.20748736406072,0.0889539354477297,13.5742995291113,5.68849152592787e-42,5.00725157106523e-39
"NEK2",0.861538461538462,114.646402711934,3.53067520014936,0.299856930589441,11.7745325852865,5.28090030467744e-32,7.82650979848318e-30
"TRIP13",0.861538461538462,88.6528628160115,3.00369307754741,0.257388328226341,11.6698884453923,1.81661294623808e-31,2.40954213983213e-29
"MND1",0.861538461538461,25.1258516153556,2.10165378057988,0.214449719491259,9.80021697191142,1.12344066265718e-22,4.14659521840733e-21
"C15orf43",0.861538461538461,17.2627048649668,-2.46812998033822,0.387614178454581,-6.36749148387363,1.92144714327019e-10,1.46242319850287e-09
"GCH1",0.861538461538461,997.568733145052,-1.77447003960928,0.144651273120293,-12.2672272516649,1.35825404514642e-34,3.13131456376295e-32
"MYBL2",0.861538461538461,239.67408743568,3.18228625048229,0.335249207981324,9.49230057736504,2.25990650668995e-21,7.15875291235875e-20
"EZH2",0.861538461538461,196.139545193214,2.11958652805943,0.152656278123887,13.8846993658479,7.84287523949171e-44,9.49249333153147e-41
"FAHD2A",0.861538461538461,792.908678264175,-1.27305742576431,0.118803483149964,-10.7156574202236,8.59444665279653e-27,5.66103143697128e-25
"ALDH8A1",0.861538461538461,2186.6305590952,-1.96426962295951,0.181640401581338,-10.8140568169793,2.95314678496604e-27,2.11809895826404e-25
"ACAA2",0.861538461538461,5360.09037770564,-1.73463640431371,0.156775167699682,-11.0644844446065,1.86532425039245e-28,1.66208401304908e-26
"TCF19",0.861538461538461,173.61755891816,2.47156803838539,0.209936954793087,11.7729060175297,5.38374148134797e-32,7.89832942172706e-30
"CDCA3",0.861538461538461,76.4011221056895,2.80705969002354,0.215802170968229,13.007560014013,1.10824456994045e-38,5.45632004536107e-36
"UBE2C",0.861538461538461,137.766560245701,3.15573091502286,0.294667455936821,10.709465370005,9.18909386716897e-27,6.01181978949379e-25
"DLC1",0.861538461538461,656.058436165651,-1.16295956422573,0.113068550503963,-10.2854379846761,8.19685498850921e-25,4.02880276998673e-23
"VMO1",0.861538461538461,67.1127388959448,-1.56432839601774,0.16750854011135,-9.338797860562,9.74340489411536e-21,2.83026425364263e-19
"CCNA2",0.861538461538461,115.726480867824,2.69356963226002,0.23767678200365,11.3329102218266,9.01584402311262e-30,9.4888491733107e-28
"XPR1",0.861538461538461,433.29650680611,1.13257565926837,0.103985424318471,10.8916770469647,1.26292920989064e-27,9.60355175102182e-26
"TMEM201",0.861538461538461,126.331754798572,1.45570902684237,0.127991786385122,11.3734565940208,5.66969365826328e-30,6.1682869432671e-28
"ARHGEF39",0.853846153846154,51.6352056400424,2.13713053876845,0.188723983334119,11.3241067775941,9.96898537178305e-30,1.0416513923725e-27
"PRKAR2B",0.853846153846154,73.2324947658701,-1.25209103759049,0.251761975125939,-4.97331273701739,6.5818351565495e-07,2.98546451635618e-06
"KCNJ15",0.853846153846154,57.9636352035693,-2.17378790376367,0.250817792615136,-8.66680103153291,4.4443062697097e-18,9.13646203273371e-17
"RP11-561C5.4",0.853846153846154,8.94505141882578,1.96316891779548,0.223723059194178,8.77499585812285,1.70910156396382e-18,3.69389748735277e-17
"CLIC6",0.853846153846154,52.1252136250263,-2.8294456787906,0.353571903686128,-8.00246187350437,1.21955940194904e-15,1.85669609579747e-14
"SKA1",0.853846153846154,68.7619525866862,3.47516642338944,0.347993318347892,9.98630215053522,1.74988207729106e-23,7.16933350933013e-22
"LAMA2",0.853846153846154,158.029864357639,-1.59010435832339,0.288279418382964,-5.51584420158299,3.47109663003217e-08,1.92237206690514e-07
"SKA3",0.853846153846154,60.940083711195,3.14501351380532,0.280348087394216,11.2182449434118,3.31789661600132e-29,3.23416982891297e-27
"ENAH",0.853846153846154,1112.60722777466,1.77177230372321,0.146541268889821,12.090602989492,1.18414420155048e-33,2.37220832873368e-31
"DTL",0.853846153846154,130.692845896019,3.26398450730441,0.2453541802861,13.303154254386,2.2190557597132e-40,1.43242514906998e-37
"QDPR",0.853846153846154,1934.85803185841,-1.3858669716823,0.129539268123149,-10.6984313850283,1.03515691274916e-26,6.65248628352599e-25
"ZKSCAN3",0.853846153846154,122.810472270156,1.5085572577674,0.120311382876146,12.5387741517391,4.58025754238905e-36,1.3716218669208e-33
"HPX",0.853846153846154,38614.361709776,-2.35409630502789,0.204277052117419,-11.5240369910701,9.98220532612719e-31,1.21323472934453e-28
"ASGR1",0.853846153846154,6212.13039970544,-1.35620916340444,0.125670962126536,-10.7917464818873,3.76564407813322e-27,2.63576937787021e-25
"CTH",0.853846153846154,1630.16849165066,-1.9068142470137,0.239208760507195,-7.97133952356375,1.56963621112815e-15,2.34300065060896e-14
"KLKB1",0.853846153846154,2475.09659016379,-1.95594347870573,0.181486561130341,-10.7773460829477,4.40409123056871e-27,3.02435087625437e-25
"MT-ATP6",0.853846153846154,105651.509150803,-1.33060990338884,0.13945570902558,-9.54145163856124,1.40846783041858e-21,4.56111187714591e-20
"CILP",0.853846153846154,34.0611465068507,-2.09032651623963,0.229341268124672,-9.11448050031411,7.90482723267772e-20,2.01951997761497e-18
"TRAIP",0.853846153846154,41.3964095618568,2.43984407744636,0.214615869368404,11.3684234284567,6.00626414910248e-30,6.48587215625014e-28
"NEIL3",0.853846153846154,24.1447755673552,2.58259687490425,0.351771448590789,7.34168985359738,2.10913696291109e-13,2.39883361388573e-12
"PLXNC1",0.853846153846154,225.476404854564,2.27973411511728,0.201995276912991,11.2860763378109,1.53747988825107e-29,1.5507192983999e-27
"RBP4",0.853846153846154,70102.4979927904,-1.65619218027665,0.1631116331059,-10.1537342784213,3.18921440280573e-24,1.44075116598291e-22
"C1orf162",0.853846153846154,145.626127742661,-1.27037889630277,0.161216091533656,-7.87997577796109,3.27444548526923e-15,4.65798689794813e-14
"SULT1A1",0.853846153846154,2875.64913209064,-1.80870503796834,0.204749409772175,-8.83374970399619,1.01224011147882e-18,2.2514204255924e-17
"GPT",0.853846153846154,1102.9453904959,-1.76927914786079,0.205543801123015,-8.60779618842361,7.44785231651876e-18,1.48384920500848e-16
"TMEM100",0.853846153846154,60.6896583167329,-1.54024735105788,0.315569673347897,-4.88084718254864,1.05631074243102e-06,4.63220326783459e-06
"CDT1",0.853846153846154,95.9629857638788,2.54213333224786,0.240065008556511,10.5893538901545,3.3388843849372e-26,2.00388251267884e-24
"ECT2",0.853846153846154,234.643937117175,2.65282728923079,0.202794885839856,13.0813322941768,4.20995931105759e-39,2.18376603692144e-36
"RAMP3",0.853846153846154,172.248377485525,-1.88473195244986,0.22539674439486,-8.36184194900396,6.17465299369961e-17,1.10108470329842e-15
"EGR1",0.853846153846154,2594.9606913824,-2.64697281580606,0.23004734933439,-11.5062087151394,1.22757351192544e-30,1.4674302623214e-28
