"Gene","Accuracy","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"C7",0.853846153846154,2884.29710885364,-3.41592996441919,0.337148633413857,-10.1318220685951,3.99141412212376e-24,1.76472751018951e-22
"FANCI",0.853846153846154,132.574160588343,2.30096068085995,0.182732742516928,12.5919452046028,2.3383890219508e-36,7.63208138310413e-34
"SAT2",0.853846153846154,1613.77428867881,-1.14968252294183,0.142751709237364,-8.05372159173356,8.03137919088592e-16,1.24159394750854e-14
"MYCT1",0.853846153846154,150.26422870956,-1.41767996777611,0.155090216806912,-9.14100190820628,6.18763768665994e-20,1.60911816940106e-18
"RNF125",0.853846153846154,265.002970799023,-1.77896713472635,0.182895299036253,-9.72669688122344,2.32004390142071e-22,8.20860356254186e-21
"SERPINF2",0.853846153846154,19470.2226653527,-1.70782696885138,0.150980188868837,-11.3115964527972,1.14978211408597e-29,1.17601657922427e-27
"AL161668.5",0.853846153846154,45.9492031144009,-2.40328701910042,0.264554795652382,-9.08426934077684,1.04397504289255e-19,2.63241206996032e-18
"NMRK1",0.853846153846154,441.841013932937,-1.3202842314206,0.119803893482853,-11.0203783286022,3.04775399369554e-28,2.63832442113223e-26
"KNSTRN",0.853846153846154,158.038544203828,1.10051006097917,0.104977068353698,10.4833377254472,1.03041643776121e-25,5.82325616421936e-24
"ID3",0.853846153846154,443.192934466117,-1.32689948446995,0.175863545554633,-7.5450513651662,4.52109271287867e-14,5.58370327906886e-13
"BUB1",0.853846153846154,125.529472721323,2.86532060585485,0.293312337836073,9.76883763906387,1.53199564714851e-22,5.56267619479624e-21
"RP11-1260E13.4",0.853846153846154,8.43778809862483,-2.93312808556256,0.267271308189761,-10.9743470237369,5.07713452441732e-28,4.20172660015027e-26
"LAMC3",0.853846153846154,222.699610250508,-1.79477378341009,0.248876611486209,-7.21150040050889,5.53386853190277e-13,5.93165362046907e-12
"BDH2",0.853846153846154,236.839338326773,-1.5092031985061,0.138298478981877,-10.9126521825585,1.00287067194525e-27,7.83101808566282e-26
"ZFP36",0.853846153846154,3577.13487927047,-2.22701060611784,0.165225766387975,-13.4785914739744,2.09059798658426e-41,1.55712026446922e-38
"NAPSB",0.853846153846154,87.6580075822827,-1.71056003752514,0.199762889997257,-8.56295199548139,1.10013747936376e-17,2.14475124164823e-16
"BIRC5",0.853846153846154,43.9842763048576,2.74443080323039,0.280975528170309,9.76750829903911,1.552225687902e-22,5.61507494174063e-21
"SESTD1",0.853846153846154,415.818269456408,1.27828836051686,0.123467391904306,10.3532466410857,4.04530418171479e-25,2.08717577034549e-23
"CTC-297N7.5",0.853846153846154,47.7569547343653,-1.37251042325553,0.177676211476296,-7.72478438082095,1.12042835803606e-14,1.49294508918493e-13
"HMMR",0.853846153846154,130.911173187827,2.81550987470141,0.251918167023258,11.1762875538923,5.32721553820549e-29,5.04055234377176e-27
"TBC1D16",0.853846153846154,512.066909409492,1.39278483744648,0.141835227958932,9.81973842104833,9.2583468571255e-23,3.44348859802537e-21
"LRCOL1",0.853846153846154,167.2466416381,-2.44833230502274,0.322298218095826,-7.59648104630477,3.0429184441684e-14,3.84976894452107e-13
"ADRA1B",0.853846153846154,77.3762076637378,-2.02387684449951,0.221791527642377,-9.1251314512016,7.16492538864529e-20,1.84182966981742e-18
"DCUN1D3",0.853846153846154,267.707221839938,-1.1687220270229,0.0936625872996413,-12.4780028047269,9.84245422357622e-36,2.80297657143571e-33
"CFD",0.853846153846154,113.386189854852,-1.54802638798572,0.208554623305371,-7.42264239196011,1.14806453826254e-13,1.35952519661126e-12
"CENPI",0.853846153846154,33.5221527612818,3.09182915169664,0.282132781280411,10.9587731622852,6.03114063112216e-28,4.83957384123858e-26
"PTGS2",0.853846153846154,77.8610496421534,-2.61162745373932,0.292258585641534,-8.9360161926691,4.03452886563082e-19,9.39815513142295e-18
"CXCL12",0.853846153846154,2117.51267086929,-2.27177054958276,0.266332623352221,-8.52982455167866,1.46569835526615e-17,2.80841727069731e-16
"SKAP1",0.853846153846154,173.568199519151,-2.04017962246835,0.204771347336225,-9.9632084713418,2.20818973362371e-23,8.93363445435956e-22
"POLQ",0.853846153846154,56.4056722974007,2.88567134648431,0.240082013755727,12.0195232510019,2.80585649759642e-33,5.22464868860134e-31
"ALDH6A1",0.853846153846154,4577.62466241402,-1.94966477957476,0.178851511284531,-10.9010249092784,1.13966253002099e-27,8.78114513847474e-26
"EXO1",0.853846153846154,63.2720723525064,3.32083953180888,0.298609226960602,11.1210211606992,9.91308005444309e-29,9.11250472852731e-27
"PGM5",0.853846153846154,94.007652832519,-1.15734072006157,0.284154826931146,-4.07292296443024,4.64267836995038e-05,0.000154320312724933
"FAM99B",0.853846153846154,240.644049353506,-1.66464512652947,0.327021112268318,-5.09032922976436,3.57442355371926e-07,1.6882903315193e-06
"FAM83D",0.853846153846154,146.866573858718,1.93102428028434,0.212487808217271,9.08769447285114,1.01161346969617e-19,2.55524765806386e-18
"CDCA5",0.853846153846154,111.047253909641,2.72201727172914,0.264839544314093,10.2779865400346,8.85582802450504e-25,4.33801167716396e-23
"PIGU",0.853846153846154,274.887385694291,1.02364659634282,0.0936707712951425,10.9281324599908,8.45709916605487e-28,6.65750180421577e-26
"CYP2B6",0.853846153846154,3394.99916137196,-2.65932671594388,0.30316996200458,-8.77173549239587,1.75933298307183e-18,3.78276125035311e-17
"MPDU1",0.853846153846154,779.644455517347,-1.07701567882827,0.0928773076134433,-11.5961121882518,4.312270349332e-31,5.46999253744087e-29
"VPS72",0.853846153846154,450.172174032043,1.10922018876919,0.0934690042361376,11.8672515860646,1.75126791573686e-32,2.85791182114181e-30
"NVL",0.853846153846154,168.123437536929,1.08170695729416,0.0836844102219581,12.9260271348645,3.20981237961785e-38,1.41270651519908e-35
"GADD45A",0.853846153846154,1707.52435406322,-1.63493353039782,0.15119197683329,-10.8136262561111,2.96704493985113e-27,2.12282565056147e-25
"KCNK6",0.853846153846154,37.8173431390831,-1.39981646603669,0.17112423022517,-8.18011840985215,2.83565085069667e-16,4.64056258653729e-15
"CTC-505O3.2",0.853846153846154,295.233204362667,-2.18321195227794,0.281296896640711,-7.76123724914916,8.41048141685864e-15,1.13949470241096e-13
"SCD5",0.853846153846154,83.3725786334541,-2.04223228220655,0.235135813657138,-8.68533061996424,3.77642369577515e-18,7.86926510149761e-17
"RP11-42O15.3",0.853846153846154,49.9014282044298,-2.21018445057116,0.239230808598769,-9.2387116171062,2.49483047480551e-20,6.79829602553006e-19
"E2F8",0.853846153846154,43.8299314213082,2.91480777387804,0.320575846194714,9.09241232138127,9.68655653646542e-20,2.45313944438751e-18
"SPRYD4",0.853846153846154,631.360069603813,-1.3805861214073,0.139189801086574,-9.91873047184389,3.45117732359286e-23,1.35839835902067e-21
"KBTBD11",0.853846153846154,169.493358697953,-2.62750375008974,0.273963674579282,-9.59070122754312,8.74883618428689e-22,2.92182220102147e-20
"BCL9",0.853846153846154,275.845042524412,1.68074132603701,0.117754603745204,14.273253635788,3.21234469340844e-46,6.66515633243774e-43
"IRAK1",0.853846153846154,946.16453726956,1.38411168959911,0.117103385129297,11.8195702717806,3.09262415358103e-32,4.82981432329149e-30
"AMBP",0.853846153846154,84366.3172199641,-1.50027357655108,0.145613574925268,-10.3031161574122,6.82150574660823e-25,3.39299826930609e-23
"SHBG",0.853846153846154,588.653116939318,-2.14066557375632,0.296085284245272,-7.22989519459882,4.83366918330358e-13,5.23326211094307e-12
"RACGAP1",0.853846153846154,203.621337734061,2.41609298159597,0.18483790855241,13.0714148440546,4.79650279726447e-39,2.44436514482348e-36
"PBK",0.853846153846154,76.0796879024176,2.95536188786127,0.290361758641403,10.1782063233442,2.48092075507657e-24,1.14390136656293e-22
"MFAP4",0.853846153846154,372.561269933364,-2.64166092587049,0.352755141434704,-7.48865322026629,6.95839221990321e-14,8.4395564594467e-13
"BUB1B",0.853846153846154,82.46718430842,3.18235056527623,0.302610536613482,10.5163243847685,7.26527900790656e-26,4.16256064342544e-24
"RP11-1259L22.2",0.853846153846154,21.9338251669754,-2.26645359361813,0.35319194149985,-6.41705918881814,1.38931918291531e-10,1.07790981905246e-09
"ITGA9",0.853846153846154,261.412384130478,-1.92156412620961,0.185389489687799,-10.3650111419238,3.57716770530703e-25,1.85552799113855e-23
"DEPDC7",0.853846153846154,777.564744742658,-1.89378492656814,0.161217355370458,-11.7467807496063,7.33606926173606e-32,1.05494128670747e-29
"VTCN1",0.853846153846154,29.6268407233938,-2.90080249739196,0.355539068342541,-8.15888535376711,3.38130397371485e-16,5.47797645446007e-15
"JUNB",0.846153846153846,1939.8401205737,-1.70627495359776,0.186853612912302,-9.13161338977472,6.74859350759151e-20,1.74562016214175e-18
"RP11-468N14.3",0.846153846153846,61.6817444989028,-1.87722574053307,0.285042789890475,-6.5857681973095,4.52539394865059e-11,3.79352548215336e-10
"SAMD11",0.846153846153846,64.4769688114659,-2.27281454500767,0.361958719320123,-6.27920926805343,3.40299297638492e-10,2.50570697029225e-09
"KIAA1841",0.846153846153846,84.4071840163689,1.56244959625678,0.123579110879422,12.6433147571461,1.21808333397969e-36,4.21224817683833e-34
"DEPDC1",0.846153846153846,88.2222008743676,3.31971637397963,0.311966812742591,10.641248486642,1.91545356818971e-26,1.19399346027414e-24
"DCN",0.846153846153846,3181.62015293062,-2.72838470808691,0.349344084873551,-7.81002119750926,5.71783684988482e-15,7.94317191848179e-14
"TAF6",0.846153846153846,171.416375122892,1.24106099857292,0.134172602130739,9.249734885246,2.25050172981544e-20,6.23189458986453e-19
"ACSL4",0.846153846153846,3528.71442749999,3.20812429339087,0.264591156502627,12.1248356740109,7.8016531387486e-34,1.65417825090781e-31
"SORD",0.846153846153846,4263.85424459973,-1.47291004128901,0.159384241139199,-9.24125265309407,2.43628111555965e-20,6.663756482559e-19
"RP11-116D2.1",0.846153846153846,1106.94906629941,-1.6540353660854,0.174977385111721,-9.45285223590078,3.29721218673829e-21,1.02326302991852e-19
"CBR4",0.846153846153846,764.779834189667,-1.37141024357918,0.130824373039491,-10.4828344422121,1.03591610740306e-25,5.84296914327069e-24
"SF3B4",0.846153846153846,638.336468086645,1.19882580886025,0.100714687085989,11.9031875444017,1.13911435184512e-32,1.95792862085189e-30
"MTFR2",0.846153846153846,22.4256541020574,2.58488089079255,0.259177095023571,9.97341563133682,1.99256067153307e-23,8.08378524953809e-22
"RP11-830F9.5",0.846153846153846,28.7905908162315,-2.90987708889175,0.324997477242405,-8.95353746614274,3.44268944979866e-19,8.09742859414991e-18
"BLM",0.846153846153846,50.8976005817824,2.50917369080707,0.194209429227566,12.9199375168697,3.4742348055242e-38,1.50626227807264e-35
"GLYATL1",0.846153846153846,2651.48265874971,-2.26277575883498,0.237825458328531,-9.51443875999679,1.82696394677821e-21,5.83182953033114e-20
"CCS",0.846153846153846,837.691139669207,-1.08731010648956,0.103821275044576,-10.4729026495072,1.15059768592403e-25,6.43979991921411e-24
"MCM3",0.846153846153846,672.838498551715,1.57481450711492,0.130172650736209,12.097890749004,1.08359665958845e-33,2.18585526164759e-31
"ASPN",0.846153846153846,362.889990195242,-1.40851208335197,0.225815619002851,-6.23744313866166,4.4478069835806e-10,3.21953394615124e-09
"DIAPH3",0.846153846153846,43.6037734292546,2.87742862879447,0.277110195824713,10.3836981538369,2.94154925512141e-25,1.53680076911451e-23
"LINC00238",0.846153846153846,15.3708101937209,-2.40218338549635,0.349397814397559,-6.87521010867872,6.1898559123225e-12,5.82452006936003e-11
"MGAT4A",0.846153846153846,391.120634610757,1.04431499814633,0.106503730996925,9.80543111843167,1.06690428963053e-22,3.94795360575639e-21
"SSC5D",0.846153846153846,40.2627262550182,-1.7006944336979,0.255097206379676,-6.66684852348662,2.61354588516218e-11,2.26149183414331e-10
"CYGB",0.846153846153846,142.867812900967,-1.34842249447208,0.173195056568648,-7.78557148908935,6.93987892142933e-15,9.50894353347543e-14
"RCL1",0.846153846153846,919.426839762013,-1.94564874152635,0.165643024785613,-11.7460348484009,7.40109119113204e-32,1.05904875330051e-29
"INCENP",0.846153846153846,155.804316763701,1.57098477556831,0.13109972898745,11.9831275602308,4.35575208282098e-33,8.058973662534e-31
"GNAZ",0.846153846153846,96.9467005217354,3.00798261336212,0.254532953609121,11.8176549272335,3.16393500139312e-32,4.91475849842071e-30
"PNMAL2",0.846153846153846,12.1137955712027,-1.85303516892336,0.227324166666565,-8.1515097848851,3.59408592729727e-16,5.80650767609183e-15
"LINC00987",0.846153846153846,15.9331986619184,-1.62494832317405,0.212629857324795,-7.64214557456022,2.13631437655e-14,2.75069414938052e-13
"SDPR",0.846153846153846,349.074100212272,-1.47525214114788,0.178562033826451,-8.26184665090521,1.43435902694846e-16,2.42521891820715e-15
"AURKA",0.846153846153846,207.813909115819,1.99339760451081,0.193268047188023,10.314160222106,6.08105924355749e-25,3.07739736771529e-23
"RASGEF1B",0.846153846153846,573.003112693807,-1.98659327005275,0.172283459425807,-11.5309576245668,9.21133518800402e-31,1.12899098962507e-28
"RP11-439C15.4",0.846153846153846,8.30334985829105,-2.9506493031446,0.317576654019014,-9.29114047208249,1.5264384571057e-20,4.30903637531646e-19
"HHIP-AS1",0.846153846153846,14.7665254538393,-2.21450176187122,0.311898308520934,-7.10007621513787,1.24688107807416e-12,1.28437594169852e-11
"KCND3",0.846153846153846,374.66244785662,-2.15270699538003,0.332106351537185,-6.48198080348668,9.05261604345251e-11,7.24209283476201e-10
"NUF2",0.846153846153846,113.608476616017,3.62804787432421,0.28767283683513,12.6117151491905,1.81988825906613e-36,6.14699001736661e-34
"UBE2S",0.846153846153846,454.921286290785,1.83014437484232,0.158270775926416,11.563375260719,6.31757967232908e-31,7.77890887176209e-29
"LMNB1",0.846153846153846,378.234361554305,1.81639731094142,0.157886655422745,11.5044384598431,1.25302226981827e-30,1.49171274154431e-28
"FANCD2",0.846153846153846,82.6331159635128,2.22763887552133,0.198397548550991,11.2281572619774,2.96599745719344e-29,2.91068561272146e-27
"SMG5",0.846153846153846,1499.14210362365,1.14641228475847,0.1013056123668,11.3163748579657,1.08881904161564e-29,1.12555215376694e-27
"SYT10",0.846153846153846,5.04925345067468,-2.90219061362499,0.391398098861907,-7.41493283197815,1.21686462326842e-13,1.435139406281e-12
"CPB2",0.846153846153846,10252.956139425,-1.39482250338893,0.144744133456191,-9.63647002530225,5.6083436747534e-22,1.91434978923898e-20
"PCK1",0.846153846153846,24719.4777815695,-2.64699322815149,0.339241487358689,-7.8026813546916,6.06054420462973e-15,8.38317562171831e-14
"EME1",0.846153846153846,22.1692045215314,2.61591665149448,0.283844077992215,9.21603392256164,3.08292670022558e-20,8.35381108098439e-19
"MS4A6A",0.846153846153846,608.43637302714,-1.91660262867395,0.190628754800043,-10.0541108327773,8.81132492492563e-24,3.73651629809109e-22
"CNTN4",0.846153846153846,39.6097910703373,-1.41137746536599,0.232194003266788,-6.0784406380398,1.21356891905354e-09,8.32390790098398e-09
"KIF15",0.846153846153846,64.7483350069522,3.10973306193051,0.271260801322844,11.4639971819203,2.00063549947841e-30,2.34332499955035e-28
"PDZD4",0.846153846153846,47.6825723903457,-1.75973148051126,0.23787891520529,-7.39759334698752,1.38674749079495e-13,1.62297506497227e-12
"E2F7",0.846153846153846,34.3052857641733,2.6610248217658,0.332678296937408,7.99879296684769,1.2564477056585e-15,1.91085303423916e-14
"CDHR2",0.846153846153846,1091.47580649264,-2.29155399663015,0.324121394988579,-7.0700485437282,1.54879507763198e-12,1.57415673250712e-11
"PRELP",0.846153846153846,287.47004273778,-2.42671586246079,0.289804103073475,-8.37364218354609,5.58642101068731e-17,1.00169356492867e-15
"EBPL",0.846153846153846,1003.61534181032,-1.10226130190668,0.112649359448752,-9.78488743567271,1.30740681174986e-22,4.77705070034086e-21
"TMEM47",0.846153846153846,401.545201539078,-1.29970537531353,0.176750258656336,-7.35334355487767,1.93309231493959e-13,2.21072699072304e-12
"MYO19",0.846153846153846,334.275156061628,1.15077294062547,0.113354980760587,10.1519397992398,3.24841487021521e-24,1.46294504108545e-22
"MT-ND3",0.846153846153846,42584.2953596258,-1.38789981886486,0.157138147520965,-8.83235446491239,1.02495034924712e-18,2.27446583230942e-17
"DBH",0.846153846153846,264.401037470591,-1.89660296348888,0.199007597610789,-9.53030430123667,1.56822860374583e-21,5.03914872584169e-20
"CHAF1A",0.846153846153846,157.384665323862,1.31697210186814,0.120619472430705,10.9184037645723,9.41356444824312e-28,7.39041135385314e-26
"NKAPL",0.846153846153846,7.43312578989976,-2.30737591289002,0.232949900480204,-9.90503068742932,3.95848512508141e-23,1.54136830983063e-21
"NAT1",0.846153846153846,148.729227052913,-1.44578136866664,0.126790981271798,-11.4028723034122,4.04547722642958e-30,4.46817575944207e-28
"NCAPH",0.846153846153846,78.623691122774,2.81757008085853,0.235727443713334,11.9526603965763,6.2879584666545e-33,1.12748529345296e-30
"FAM150A",0.846153846153846,8.91000654169494,-2.10306147359096,0.424551695549066,-4.95360516902683,7.28509545595322e-07,3.27834938504305e-06
"ANXA10",0.846153846153846,456.183944925748,-2.29636040026306,0.263109172914251,-8.72778540872637,2.59707829054204e-18,5.49853718539833e-17
"LPAL2",0.846153846153846,117.299904854808,-1.91921699715971,0.232238209963308,-8.26400185164593,1.40868426626397e-16,2.38597437705165e-15
"ALB",0.846153846153846,1156292.4490711,-2.18707950467415,0.208499475340177,-10.4896163460643,9.64190980089209e-26,5.47027726359987e-24
"GGT5",0.846153846153846,454.152397861077,-2.60677800802258,0.219138803327922,-11.8955564620921,1.24818277125349e-32,2.13277724349243e-30
"FITM1",0.846153846153846,32.5784022723783,-2.51306227267247,0.222803603481637,-11.2792712209414,1.6611640257753e-29,1.66967102493844e-27
"LRRC4",0.846153846153846,21.2078501719138,-1.76609157535545,0.173760352885504,-10.1639502108929,2.87199111581535e-24,1.30352496769069e-22
"SMPD3",0.846153846153846,67.1653619033728,-1.79357437184605,0.193653597959244,-9.26176632268681,2.0107786268579e-20,5.61086431824863e-19
"TPRG1",0.846153846153846,101.492421339035,-1.43853408556016,0.196877202184612,-7.30675806846974,2.73664639035229e-13,3.06808584897542e-12
"WDR76",0.846153846153846,83.5116437307029,2.21414824849941,0.194988930965804,11.3552509751833,6.98390541503355e-30,7.43108001816464e-28
"WFDC1",0.846153846153846,36.219101930692,-1.82076316126772,0.276859850673206,-6.57647960453779,4.81717040075409e-11,4.0221088186578e-10
"PCOLCE",0.846153846153846,686.896956788949,-1.00405767193647,0.25619615855238,-3.91909729486121,8.88812325395941e-05,0.000282104681251107
"CA5A",0.846153846153846,317.034756503763,-1.36876043629557,0.225388857010245,-6.07288423417201,1.25633027417852e-09,8.60096200903553e-09
"PTPN13",0.846153846153846,60.4753349997972,-1.77153916509637,0.235605476482883,-7.51909162529621,5.51581212854786e-14,6.74908638205806e-13
"MMS22L",0.846153846153846,85.6568303119684,1.74806763603444,0.14775429069498,11.8309094633543,2.70198222738648e-32,4.28891692574439e-30
"FOLH1",0.846153846153846,379.8963409329,-1.53420081843253,0.181529588588951,-8.45151928320907,2.87536322104651e-17,5.34038048880811e-16
"FAM149A",0.846153846153846,347.69681216405,-1.51834183113145,0.161524131072305,-9.40009285951075,5.45149380078633e-21,1.64610178716467e-19
"TBC1D31",0.846153846153846,95.7864609586908,1.46557770464638,0.127128607709815,11.5283076802959,9.4992628261494e-31,1.15938901921844e-28
"DHRS1",0.846153846153846,1231.29489796415,-1.6175299551549,0.147334257460733,-10.978641240894,4.84150974877135e-28,4.04126940179052e-26
"RFC4",0.846153846153846,181.678256968446,1.78841087305891,0.135828663980486,13.1666676285342,1.36490277800766e-39,7.92953917911332e-37
"RAB3B",0.846153846153846,116.199238963293,3.9578707932732,0.3141706040138,12.5978393354057,2.17008001939912e-36,7.22838074599502e-34
"TMEM206",0.846153846153846,61.1908618987,1.33939097237839,0.125564370148474,10.6669668377631,1.45291981363188e-26,9.21493771754999e-25
"C11orf1",0.846153846153846,175.122587857875,-1.35699591627513,0.132907701314695,-10.2100623429042,1.78749950494874e-24,8.41544337435184e-23
"TPR",0.846153846153846,1406.81432815413,1.04875744871653,0.0814941802920816,12.8691085051436,6.71729791599583e-38,2.71005652588676e-35
"PLCXD3",0.846153846153846,81.4179361955074,-1.92970860191026,0.339374158705104,-5.68607995751102,1.29988552752093e-08,7.65283234767492e-08
"OAF",0.846153846153846,3287.75172765849,-1.12858701081104,0.118853984279307,-9.49557574913817,2.18997789894623e-21,6.96000853485669e-20
"C11orf96",0.846153846153846,401.303230101363,-2.07633440491009,0.277286371876232,-7.48805067793546,6.99040374406968e-14,8.47484340391219e-13
"STOM",0.846153846153846,4005.9887978358,-1.18251207471176,0.142333475681721,-8.3080390543967,9.72965089027057e-17,1.68631801348794e-15
"RP11-789C1.1",0.846153846153846,15.6750988326671,-3.98060563586748,0.420212272946201,-9.47284477904126,2.72324156266451e-21,8.52421561554727e-20
"FGA",0.846153846153846,180524.596137587,-1.70615850884362,0.2107185512257,-8.09685952622256,5.63961307161246e-16,8.93235989663025e-15
"RP11-153K11.3",0.846153846153846,9.79540424610373,-2.48311721945131,0.318587304333043,-7.79414994156678,6.48435119488502e-15,8.91843908660133e-14
"ASS1P2",0.846153846153846,20.4545120787968,-4.61248437427765,0.287871710403691,-16.0227080591192,8.87015555736499e-58,6.44150696575845e-54
"ZG16",0.846153846153846,311.413428363833,-2.26744011489849,0.277788791139667,-8.16246078755013,3.28267164365209e-16,5.33902832613695e-15
"AURKB",0.846153846153846,71.1625165819061,2.75238577334367,0.243007745996661,11.3263293812103,9.71930423095865e-30,1.01922869783714e-27
"CCT3",0.846153846153846,3039.93407409136,1.25481370183962,0.0925800775061809,13.5538199539296,7.52119580659723e-42,6.06876932750101e-39
"SCAMP3",0.846153846153846,865.98274173444,1.2271602979569,0.0982707187208467,12.4875478060036,8.73031844835102e-36,2.53598290287701e-33
"CDCA2",0.846153846153846,36.8887773106238,2.76569292990069,0.281309555200325,9.83149302529449,8.23881522456813e-23,3.09600394105117e-21
"F2",0.846153846153846,19715.6129086527,-1.26266697820059,0.149603956741448,-8.44006405781623,3.17163797917646e-17,5.84950730280113e-16
"ARHGAP10",0.846153846153846,151.713718039642,-1.85598759998237,0.190528672226151,-9.74125090096351,2.01063882676083e-22,7.14871929495085e-21
"RP11-328K4.1",0.846153846153846,171.474410844455,-2.15665339485637,0.258486009463905,-8.34340473331314,7.21815942288946e-17,1.27460847973309e-15
"WDR62",0.846153846153846,87.0539589415968,2.39795527050124,0.219638623583235,10.9177303671843,9.48360536567878e-28,7.4253306917045e-26
"CTC-297N7.9",0.846153846153846,18.3000753252184,-1.5919045440379,0.179398874049613,-8.87354813385095,7.08515971845753e-19,1.60038662132002e-17
"SYNE1",0.846153846153846,725.520541353792,-1.31647520151278,0.122313679745272,-10.7631068270895,5.14072524696715e-27,3.50773975053921e-25
"MAN1C1",0.846153846153846,469.111019442077,-1.89664351866112,0.1907239472505,-9.94444350593285,2.66660250389177e-23,1.07259209785499e-21
"FAM222A",0.846153846153846,162.616160106082,1.72283800851558,0.168218692946283,10.2416561342902,1.29008860960256e-24,6.16356808087747e-23
"PARP1",0.846153846153846,1645.6199165744,1.06325979725785,0.0985420217166215,10.7899125544174,3.84154898386667e-27,2.67600275499662e-25
"AC092171.4",0.846153846153846,76.0273029587158,1.95575076252104,0.191704622047632,10.2018967598763,1.94437560062248e-24,9.09504387228372e-23
"KIF18A",0.846153846153846,47.8587328164447,3.03820803349298,0.282785967150661,10.7438429993745,6.33512115785307e-27,4.27959533472828e-25
"RNASEH2A",0.838461538461538,143.896640647761,1.63584220042171,0.170833767625394,9.57563731784457,1.01231014959535e-21,3.33019085225885e-20
"ZNF330",0.838461538461538,485.493050963204,-1.03682593182819,0.0974611722705145,-10.6383486641261,1.97600257396843e-26,1.22909898862173e-24
"IL33",0.838461538461538,387.693946251126,-1.78772062423561,0.214877883865984,-8.3197050904996,8.81824459150749e-17,1.5403028797e-15
"TTR",0.838461538461538,52919.4778924056,-2.0573727373667,0.218489233240321,-9.41635753329665,4.67007998665541e-21,1.42346782216544e-19
"LYRM5",0.838461538461538,592.180441396991,-1.17995994107337,0.122263479238006,-9.65095994672606,4.86977109864737e-22,1.67009576001781e-20
"ANKRD55",0.838461538461538,25.8808899776725,-2.29583291019769,0.260402869532902,-8.81646548026078,1.18129598779392e-18,2.59171343303911e-17
"ASF1B",0.838461538461538,81.7243162378886,2.51602336799597,0.226463233193932,11.1100743927001,1.1206611417667e-28,1.02367813981255e-26
"LRRC4C",0.838461538461538,12.7724337511372,-2.27986183413639,0.29612008307761,-7.69911250341931,1.3701449980008e-14,1.80335169469539e-13
"TFPI2",0.838461538461538,92.6637133472398,-1.89413995435672,0.29995170947125,-6.31481633392149,2.70482514780628e-10,2.0171954016297e-09
"EPHX2",0.838461538461538,2462.47953102044,-1.70634260471416,0.174962379876512,-9.75262571255886,1.79757630743279e-22,6.4226318054499e-21
"PROZ",0.838461538461538,638.190684153521,-2.238096461161,0.229174317275382,-9.76591307337306,1.57685130131573e-22,5.68998467088437e-21
"PIGC",0.838461538461538,334.000003540783,1.05648857330188,0.0876041318934799,12.0598030077679,1.72194280365e-33,3.33459963736167e-31
"STIP1",0.838461538461538,1370.06866528097,1.04597780983907,0.101480112552043,10.3072196466342,6.53650133058145e-25,3.27366018363328e-23
"APOA5",0.838461538461538,4650.71364593191,-2.38776341960219,0.244434732516161,-9.76851118915483,1.53693928984832e-22,5.57365948708041e-21
"SH3PXD2B",0.838461538461538,148.539115099222,1.08093569358582,0.115109782147945,9.39047640796106,5.97294751119791e-21,1.7831673104345e-19
"ADAMTS2",0.838461538461538,271.131957283865,-1.60609022125066,0.222456531579746,-7.21979350233151,5.20665767443603e-13,5.60366773349454e-12
"RDM1",0.838461538461538,10.5624967684463,2.58033025917046,0.330109517248356,7.81658850880437,5.4274159951289e-15,7.55738226310309e-14
"RP11-290F5.1",0.838461538461538,291.535762727963,-1.73748435626461,0.270611774951875,-6.42057928400786,1.35756742250538e-10,1.05524801950592e-09
"TTF2",0.838461538461538,113.828028803499,1.35609376148508,0.119607156269736,11.337898197553,8.51653286641126e-30,8.99593624376416e-28
"CCDC3",0.838461538461538,333.082232869262,-1.63833542825189,0.210781869238914,-7.77265821850594,7.68559137081818e-15,1.04665287454068e-13
"GPHN",0.838461538461538,475.242926464728,-1.33406632256862,0.1252357567129,-10.6524395075675,1.69854509120151e-26,1.06795103483164e-24
"ALLC",0.838461538461538,23.7577299570878,-2.33969237622073,0.274433971563993,-8.52552022946311,1.52124549793972e-17,2.90606376418705e-16
"ARID3C",0.838461538461538,113.722551798639,-2.111151990942,0.225446273700658,-9.36432417483706,7.65385349903395e-21,2.25029490323824e-19
"HSF2BP",0.838461538461538,8.91210728963283,2.11351722303126,0.223137454012113,9.47181741580921,2.75016418315333e-21,8.58997518196108e-20
"GATA5",0.838461538461538,10.3541335777034,-1.59292885410176,0.442949660875287,-3.59618483724329,0.000322918390544211,0.000919530772329011
"BAK1",0.838461538461538,174.821557061134,1.19551238784293,0.111654974504148,10.707202192756,9.41646733954578e-27,6.13294940087726e-25
"TH",0.838461538461538,7.91211011618155,-3.77155371816108,0.364264343135744,-10.3538921369408,4.01811275363869e-25,2.07683521828642e-23
"MPC1",0.838461538461538,1606.82836963475,-1.69163917751341,0.150211491921736,-11.2617161035509,2.02771069902695e-29,2.01715549264845e-27
"GK",0.838461538461538,923.170171188354,-1.08581038940079,0.154709316578137,-7.01839044613965,2.24438631744718e-12,2.23499944289358e-11
"ZNF687",0.838461538461538,434.525019291671,1.10584882786601,0.0933600057482265,11.8449952846861,2.28431203201189e-32,3.68637199477119e-30
"ASGR2",0.838461538461538,7668.65156914765,-1.5136707097374,0.151390838881499,-9.99843002998498,1.54832182637606e-23,6.3704890102793e-22
